Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Team,Season
2021-01-02,12:30,Premier League,Matchweek 17,Sat,Away,L,0,3,Tottenham,1.1,2.6,63,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote,Match Report,,18,5,18.5,0.0,0,0,Leeds United,2021
2021-01-16,15:00,Premier League,Matchweek 19,Sat,Home,L,0,1,Brighton,0.3,1.4,66,,Liam Cooper,4-1-4-1,3-4-3,Kevin Friend,Match Report,,7,2,18.4,0.0,0,0,Leeds United,2021
2021-01-26,18:00,Premier League,Matchweek 20,Tue,Away,W,2,1,Newcastle Utd,0.7,1.4,58,,Liam Cooper,4-1-4-1,4-4-1-1,Anthony Taylor,Match Report,,9,2,13.6,0.0,0,0,Leeds United,2021
2021-01-31,14:00,Premier League,Matchweek 21,Sun,Away,W,3,1,Leicester City,2.1,1.8,49,,Liam Cooper,4-1-4-1,4-2-3-1,Chris Kavanagh,Match Report,,8,6,13.3,0.0,0,0,Leeds United,2021
2021-02-03,19:30,Premier League,Matchweek 22,Wed,Home,L,1,2,Everton,1.3,1.6,63,,Liam Cooper,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,,16,7,14.8,0.0,0,0,Leeds United,2021
2021-02-08,20:00,Premier League,Matchweek 23,Mon,Home,W,2,0,Crystal Palace,1.9,0.4,67,,Liam Cooper,4-1-4-1,4-4-2,Andre Marriner,Match Report,,17,7,14.3,1.0,0,0,Leeds United,2021
2021-02-14,16:30,Premier League,Matchweek 24,Sun,Away,L,2,4,Arsenal,0.9,2.3,54,,Liam Cooper,4-1-4-1,4-2-3-1,Stuart Attwell,Match Report,,9,5,17.6,0.0,0,0,Leeds United,2021
2021-02-19,20:00,Premier League,Matchweek 25,Fri,Away,L,0,1,Wolves,1.7,0.6,58,,Liam Cooper,4-4-1-1,3-4-3,David Coote,Match Report,,18,7,13.2,0.0,0,0,Leeds United,2021
2021-02-23,18:00,Premier League,Matchweek 18,Tue,Home,W,3,0,Southampton,1.3,0.9,46,,Liam Cooper,3-3-3-1,4-4-2,Andre Marriner,Match Report,,11,7,16.2,1.0,0,0,Leeds United,2021
2021-02-27,17:30,Premier League,Matchweek 26,Sat,Home,L,0,1,Aston Villa,0.9,0.7,69,,Liam Cooper,4-1-4-1,4-3-3,Peter Bankes,Match Report,,13,3,18.9,0.0,0,0,Leeds United,2021
2021-03-08,20:00,Premier League,Matchweek 27,Mon,Away,L,0,2,West Ham,1.4,1.8,65,,Liam Cooper,4-1-4-1,4-2-3-1,Mike Dean,Match Report,,17,2,18.4,0.0,0,0,Leeds United,2021
2021-03-13,12:30,Premier League,Matchweek 28,Sat,Home,D,0,0,Chelsea,0.4,1.0,38,,Luke Ayling,4-1-4-1,4-2-3-1,Kevin Friend,Match Report,,7,4,16.0,0.0,0,0,Leeds United,2021
2021-03-19,20:00,Premier League,Matchweek 29,Fri,Away,W,2,1,Fulham,1.3,1.6,49,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote,Match Report,,13,4,17.5,1.0,0,0,Leeds United,2021
2021-04-03,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Sheffield Utd,2.4,1.1,54,,Liam Cooper,4-1-4-1,3-5-2,Graham Scott,Match Report,,23,8,18.3,1.0,0,0,Leeds United,2021
2021-04-10,12:30,Premier League,Matchweek 31,Sat,Away,W,2,1,Manchester City,0.1,2.1,29,,Liam Cooper,4-1-4-1,4-3-3,Andre Marriner,Match Report,,2,2,20.5,0.0,0,0,Leeds United,2021
2021-04-19,20:00,Premier League,Matchweek 32,Mon,Home,D,1,1,Liverpool,2.3,1.4,61,,Luke Ayling,4-1-4-1,4-3-3,Anthony Taylor,Match Report,,12,5,12.0,0.0,0,0,Leeds United,2021
2021-04-25,14:00,Premier League,Matchweek 33,Sun,Home,D,0,0,Manchester Utd,0.3,1.2,44,,Luke Ayling,4-1-4-1,4-2-3-1,Craig Pawson,Match Report,,6,3,21.9,0.0,0,0,Leeds United,2021
2021-05-01,15:00,Premier League,Matchweek 34,Sat,Away,L,0,2,Brighton,0.6,2.3,58,,Luke Ayling,4-1-4-1,3-4-1-2,Chris Kavanagh,Match Report,,11,2,21.6,0.0,0,0,Leeds United,2021
2021-05-08,12:30,Premier League,Matchweek 35,Sat,Home,W,3,1,Tottenham,2.5,0.9,53,,Luke Ayling,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,,16,7,15.0,0.0,0,0,Leeds United,2021
2021-05-15,12:30,Premier League,Matchweek 36,Sat,Away,W,4,0,Burnley,1.5,1.3,52,,Luke Ayling,3-3-3-1,4-4-2,Graham Scott,Match Report,,16,6,16.8,0.0,0,0,Leeds United,2021
2021-05-18,18:00,Premier League,Matchweek 37,Tue,Away,W,2,0,Southampton,1.7,1.6,49,8000.0,Liam Cooper,3-3-3-1,4-4-2,Peter Bankes,Match Report,,15,7,18.8,0.0,0,0,Leeds United,2021
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,3,1,West Brom,2.3,1.0,64,8000.0,Liam Cooper,3-4-3,5-3-2,David Coote,Match Report,,16,8,18.9,1.0,1,1,Leeds United,2021
